s0:[0.13952535238886712,0.08023569949346587,0.14063313717337267,0.09640965515846,0.14556027522180737,0.029109861430427163,0.09207453783635147,0.0737284668044868,0.10026414862097101,0.10245886587179048]:[0.1490547511487404,0.07530797654357671,0.20784457460853561,0.13444729421236873,0.0200107905742855,0.16816559336205408,0.10156969594487344,0.060789535754483405,0.025743580403134576,0.05706620744794761]
s1:[0.03238031199613748,0.08422787986289249,0.1175138740632817,0.20402229041063658,0.04321867109630666,0.12037017664110493,0.11273749489480202,0.08646836969372823,0.11708450664595826,0.08197642469515162]:[0.010784985747589402,0.11579562363271997,0.15859192751050785,0.05138885219824586,0.055894339001962993,0.06413402707696533,0.19897461930410396,0.01583562355207939,0.09872059654596121,0.22987940542986393]
s2:[0.1241778402857421,0.09733137131445037,0.008497739832475827,0.12216307463915539,0.10040343029256098,0.04969838140892671,0.18910173744588837,0.16704296532608898,0.12121722029568124,0.020366239159029957]:[0.13965933193486668,0.03771961943797821,0.1016119542192629,0.09785345478706942,0.08607814794398223,0.05173984033096101,0.14490650786945747,0.05672040740612039,0.1747206609461377,0.10899007512416399]
s3:[0.028793754528766265,0.1818510467025298,0.01779001773090897,0.07019023412546516,0.07540518701191744,0.09916864613929632,0.1279343817923701,0.20689317662590093,0.11245812293423463,0.0795154324086104]:[0.00916826234784404,0.16295820859963706,0.049960341299298244,0.18949894842312895,0.08637595100924823,0.15063474179692282,0.123063825637245,0.12076722321665015,0.08590832302335863,0.021664174646666964]
s4:[0.1982327415828698,0.10047033345490872,0.12017592888386881,0.03917447578014297,0.03501647918551025,0.00048697948991306033,0.16854770045382522,0.07502449761326146,0.1213302017136396,0.14154066184206016]:[0.16267314685926945,0.029667032057360876,0.052454607462905554,0.03330795839858804,0.18579708062451858,0.005640213022328829,0.2191674702379386,0.04176711608382711,0.08013745037845818,0.18938792487480482]
s5:[0.02035602919583015,0.08494496123278891,0.14704577537227237,0.14202306773757903,0.07104800272528188,0.14774098950325942,0.1405662254214928,0.11458907903404125,0.037531578341961296,0.09415429143549296]:[0.0396022486442737,0.1050240528474401,0.10423055636423934,0.17451949757329097,0.02261324620910506,0.13147480022124128,0.1605853890774528,0.08135848930923698,0.012468004125775591,0.16812371562794423]
s6:[0.05895769692929544,0.08238942960995856,0.11812293801812031,0.14600162053085522,0.17582730526379348,0.034426731399239255,0.14390140890808442,0.1048207043670052,0.04151501543897658,0.09403714953467156]:[0.08769486264529883,0.005905347554893559,0.11795612015037561,0.23234833205416217,0.11146687176472439,0.10565733205902461,0.022987470953034113,0.03657450426893942,0.050592218419299145,0.22881694013024811]
s7:[0.07852225742041347,0.08954585295785861,0.06224198829987272,0.15483137763223392,0.08617432228946767,0.1569053109022537,0.04781870423632218,0.04461925291367961,0.14013998591825277,0.13920094742964526]:[0.1287143496088158,0.11778552699134635,0.04350056226946717,0.17465765154654256,0.03346102138097547,0.15970537059868306,0.11704216494134981,0.044078801050879655,0.08612285883605494,0.09493169277588513]
s8:[0.1831773888673743,0.23272691090875214,0.021088851420862406,0.06354035857045759,0.0048435384141080505,0.2040867488294627,0.0865482730795281,0.09032103377862698,0.08299352583894214,0.030673370291885584]:[0.1024632006148156,0.03811356090557463,0.07057264414915299,0.15133213957584543,0.18054405695822123,0.07803558519052564,0.13136886071523265,0.1831556142104515,0.034640993855435176,0.029773343824745176]
s9:[0.051790722431887655,0.024356901529086764,0.05067933944587362,0.18677164301221763,0.1944891634966344,0.10183763820628627,0.20842866095802734,0.13767172965833718,0.015895862547988065,0.028078338713661024]:[0.1700718846533547,0.03201571195746907,0.1614161818785804,0.02123695103408272,0.20179718448143888,0.1849498388277701,0.012765141056480876,0.08650537714722353,0.005419697740881567,0.12382203122271818]
